,urlkey,timestamp,original,mimetype,statuscode,digest,length,first_capture,last_capture,current_status,file_path
0,"au,gov,education,docs)/system/files/doc/other/1.atsiheac_indigenous_stem_roundtable_4_december_2013_2.pptx",20170317221005,https://docs.education.gov.au/system/files/doc/other/1.atsiheac_indigenous_stem_roundtable_4_december_2013_2.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,4KINVGIFF6MRS333LLSE3H4ZBDVEK74G,219435,20170317221005,20190410160613,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-1-atsiheac-indigenous-stem-roundtable-4-december-2013-2-pptx-20170317221005.pptx
1,"au,gov,education,docs)/system/files/doc/other/2.presentation_to_go8_deans_of_engineering_8_may_2014.pptx",20180423021742,https://docs.education.gov.au/system/files/doc/other/2.presentation_to_go8_deans_of_engineering_8_may_2014.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,EAFDTVCINL4EBHJPCRR5YPZIRKKYKNT6,1009135,20180423021742,20190410160644,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-2-presentation-to-go8-deans-of-engineering-8-may-2014-pptx-20180423021742.pptx
2,"au,gov,education,docs)/system/files/doc/other/20131204_-_atsiheac_indigenous_stem_roundtable_-_chairs_introduction.pptx",20160329134542,https://docs.education.gov.au/system/files/doc/other/20131204_-_atsiheac_indigenous_stem_roundtable_-_chairs_introduction.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,TH7PBW7BDPCAQOWECZO6XAW6RE4QM6NS,258215,20160329134542,20160329134542,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-20131204-atsiheac-indigenous-stem-roundtable-chairs-introduction-pptx-20160329134542.pptx
3,"au,gov,education,docs)/system/files/doc/other/20180522_-_webcast_for_ihc_services_-_clean.pptx",20190421165805,https://docs.education.gov.au/system/files/doc/other/20180522_-_webcast_for_ihc_services_-_clean.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,MA3XCGC6PDQUH34FGOMCDF3JDNDM5NST,1556063,20190421165805,20190421165805,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-20180522-webcast-for-ihc-services-clean-pptx-20190421165805.pptx
4,"au,gov,education,docs)/system/files/doc/other/3.presentation_to_acdict_7_july_2014.pptx",20180423021849,https://docs.education.gov.au/system/files/doc/other/3.presentation_to_acdict_7_july_2014.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,T6JIO3WN4TLI6H4RRWCQVA6JK63GXXH6,2665288,20180423021849,20190410160726,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-3-presentation-to-acdict-7-july-2014-pptx-20180423021849.pptx
5,"au,gov,education,docs)/system/files/doc/other/4.presentation_to_acds_29_september_2014.pptx",20180423021954,https://docs.education.gov.au/system/files/doc/other/4.presentation_to_acds_29_september_2014.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,CWGMA6XVXK72N6IO2OSBIYHVMNHX3MBV,2305676,20180423021954,20190410161813,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-4-presentation-to-acds-29-september-2014-pptx-20180423021954.pptx
6,"au,gov,education,docs)/system/files/doc/other/5.presentation_to_acde_30_september_2014.pptx",20180423022109,https://docs.education.gov.au/system/files/doc/other/5.presentation_to_acde_30_september_2014.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,KYQPKVRI6JRDFVS5QAKLCBNXCDZGAFOH,2246099,20180423022109,20190412131306,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-5-presentation-to-acde-30-september-2014-pptx-20180423022109.pptx
7,"au,gov,education,docs)/system/files/doc/other/6.presentation_to_atsima_10_november_2014.pptx",20180423022227,https://docs.education.gov.au/system/files/doc/other/6.presentation_to_atsima_10_november_2014.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,6KV4RVIBHWPRR3UKG4PR25XFZTEUURYF,2191977,20180423022227,20190412131346,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-6-presentation-to-atsima-10-november-2014-pptx-20180423022227.pptx
8,"au,gov,education,docs)/system/files/doc/other/7.atsiheac_indigenous_business_roundtable_12_june_2015.pptx",20180423022325,https://docs.education.gov.au/system/files/doc/other/7.atsiheac_indigenous_business_roundtable_12_june_2015.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,2NEGHNQWF7BO7DFXF2CAUNT33FYPUNI3,2255615,20180423022325,20190412131418,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-7-atsiheac-indigenous-business-roundtable-12-june-2015-pptx-20180423022325.pptx
9,"au,gov,education,docs)/system/files/doc/other/aqf_review_consultation_presentation.pptx",20190404035624,https://docs.education.gov.au/system/files/doc/other/aqf_review_consultation_presentation.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,P7D765W7JSVZAWQRI6RHDIB65LQZOWAT,519659,20190404035624,20190404035624,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-aqf-review-consultation-presentation-pptx-20190404035624.pptx
10,"au,gov,education,docs)/system/files/doc/other/arc_presentation_-_anne_castles_and_genevieve_mcarthur.pptx",20150327005845,http://docs.education.gov.au/system/files/doc/other/arc_presentation_-_anne_castles_and_genevieve_mcarthur.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,LSEJWM7E7Y5YOWZEJMVLGXGENJHDEH7D,5824825,20150327005845,20150327005845,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-arc-presentation-anne-castles-and-genevieve-mcarthur-pptx-20150327005845.pptx
11,"au,gov,education,docs)/system/files/doc/other/dr_nola_firth.pptx",20150327005945,http://docs.education.gov.au/system/files/doc/other/dr_nola_firth.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,WK57LSRJOQOIGOND2TRKDVGZZQMAHWLC,929539,20150327005945,20150327005945,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-dr-nola-firth-pptx-20150327005945.pptx
12,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session1_jonathan_barr.pptx",20190414130859,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session1_jonathan_barr.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,BLK3EGAO6PYCATVHDY3TVYHMLMLJFWDR,394867,20190414130859,20190414130859,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session1-jonathan-barr-pptx-20190414130859.pptx
13,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session1_lorismoriconi.pptx",20190414125928,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session1_lorismoriconi.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,NRG55267B2GUKFPRDNASSWKDHSAH7MMV,23730004,20190414125928,20190414125928,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session1-lorismoriconi-pptx-20190414125928.pptx
14,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session2_dalewilliams.pptx",20190414130236,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session2_dalewilliams.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,UOLZJCF5SFVAYSNR3F6ZSJSN76OJWXQJ,1308430,20190414130236,20190414130236,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session2-dalewilliams-pptx-20190414130236.pptx
15,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session2_janowen.pptx",20190414130451,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session2_janowen.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,6XVKU4UMDLXK4N4HNHC36GER5GUVCKOV,15640652,20190414130451,20190414130451,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session2-janowen-pptx-20190414130451.pptx
16,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session2_simonwhatmore.pptx",20190414132149,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session2_simonwhatmore.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,ZOND2QF6Z2UIDSSYHV54NZIQTLVNMK54,8180426,20190414132149,20190414132149,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session2-simonwhatmore-pptx-20190414132149.pptx
17,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session3_ericasmith.pptx",20190414130348,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session3_ericasmith.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,R2MOUO4T6PEOWQWBAZTJNGG7PL3DD3I4,712217,20190414130348,20190414130348,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session3-ericasmith-pptx-20190414130348.pptx
18,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session3_myung-sookjun.pptx",20190414131014,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session3_myung-sookjun.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,OT2GRKFMTLA63W5ASNCQ5SMH6QHH42TG,319978,20190414131014,20190414131014,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session3-myung-sookjun-pptx-20190414131014.pptx
19,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session3_sylvaingiguere.pptx",20190414132438,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session3_sylvaingiguere.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,7GBIAKFCKXCWC2643IVXCB6R7PJSUP7Q,452631,20190414132438,20190414132438,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session3-sylvaingiguere-pptx-20190414132438.pptx
20,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session4_annarubin.pptx",20190414130131,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session4_annarubin.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,KN2TS5MPTYBBWA3GN6V2YDIFDDEX7A3G,519356,20190414130131,20190414130131,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session4-annarubin-pptx-20190414130131.pptx
21,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session4_damianoliver.pptx",20190414132534,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session4_damianoliver.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,4PNX34FMHIEDVZDPLJNFBTT77KER5Q4R,242335,20190414132534,20190414132534,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session4-damianoliver-pptx-20190414132534.pptx
22,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session5_shanethomas.pptx",20190414132009,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session5_shanethomas.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,FID6LO2DRTISE7MFGX2V7LEEPKI57OIO,5538870,20190414132009,20190414132009,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session5-shanethomas-pptx-20190414132009.pptx
23,"au,gov,education,docs)/system/files/doc/other/engagingemployers_session5_stephenbillett.pptx",20190414132318,https://docs.education.gov.au/system/files/doc/other/engagingemployers_session5_stephenbillett.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,NHH3I45GZKPSLEVV7D5G54ZEIZHYSXEY,1733771,20190414132318,20190414132318,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-engagingemployers-session5-stephenbillett-pptx-20190414132318.pptx
24,"au,gov,education,docs)/system/files/doc/other/john_curtin_college_of_the_arts_.pptx",20150327010030,http://docs.education.gov.au/system/files/doc/other/john_curtin_college_of_the_arts_.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,UH6C3S6RNVVS3OFMVW5VDF5TMRQCEYFH,3915346,20150327010030,20150327010030,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-john-curtin-college-of-the-arts-pptx-20150327010030.pptx
25,"au,gov,education,docs)/system/files/doc/other/o_sullivan_beach_school.pptx",20150327010130,http://docs.education.gov.au/system/files/doc/other/o_sullivan_beach_school.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,ZCJE5BPLJN5R7FGGMMQYJRNOIFGL2ARR,586925,20150327010130,20150327010130,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-o-sullivan-beach-school-pptx-20150327010130.pptx
26,"au,gov,education,docs)/system/files/doc/other/opening_presentation_by_david_de_carvelho.pptx",20150328202121,http://docs.education.gov.au/system/files/doc/other/opening_presentation_by_david_de_carvelho.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,YP2DTMFMKE2RC6USZXJWMMXFI6X3OKD4,428865,20150328202121,20150328202121,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-opening-presentation-by-david-de-carvelho-pptx-20150328202121.pptx
27,"au,gov,education,docs)/system/files/doc/other/opening_presentation_by_octavi_quintana_trias.pptx",20150328202045,http://docs.education.gov.au/system/files/doc/other/opening_presentation_by_octavi_quintana_trias.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,MBKRLLZLWTQ27N27Y6VACZEAZA2AKLHR,1356630,20150328202045,20150328202045,200,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-opening-presentation-by-octavi-quintana-trias-pptx-20150328202045.pptx
28,"au,gov,education,docs)/system/files/doc/other/post_announcement_qa.pptx",20190419234125,https://docs.education.gov.au/system/files/doc/other/post_announcement_qa.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,CHD2FH6JUZQE7TPOTFQU2THVXJYDNATT,267814,20190419234125,20190419234125,403,powerpoints/education-gov-au/au-gov-education-docs-system-files-doc-other-post-announcement-qa-pptx-20190419234125.pptx
29,"au,gov,education,heimshelp)/sites/heimshelp/files/documents/support/documents/training/2014-ministerial-notice-update-os-help-hecs-help.pptx",20190406174812,https://heimshelp.education.gov.au/sites/heimshelp/files/documents/Support/Documents/Training/2014-Ministerial-Notice-Update-OS-HELP-HECS-HELP.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,V5FQKEQTNTRVISDBAAP5MC5RRSHX7UZB,406091,20170318055136,20190406174812,200,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-files-documents-support-documents-training-2014-ministerial-notice-update-os-help-hecs-help-pptx-20190406174812.pptx
30,"au,gov,education,heimshelp)/sites/heimshelp/files/documents/support/documents/training/webinar-2018-hdr-requirements.pptx",20190406172954,https://heimshelp.education.gov.au/sites/heimshelp/files/documents/Support/Documents/Training/Webinar-2018-HDR-requirements.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,Q2A4ANUQDJLELK27RY6RBJ3MXJ5V7Z77,420056,20170820142538,20190406172954,200,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-files-documents-support-documents-training-webinar-2018-hdr-requirements-pptx-20190406172954.pptx
31,"au,gov,education,heimshelp)/sites/heimshelp/files/documents/support/documents/training/webinar-commencement-date-revision-submission.pptx",20190406175202,https://heimshelp.education.gov.au/sites/heimshelp/files/documents/Support/Documents/Training/Webinar-Commencement-Date-Revision-Submission.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,HD4ZRZMDDKINRR2K6QWENWB5JNCYFFBJ,1061953,20170318055255,20190406175202,200,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-files-documents-support-documents-training-webinar-commencement-date-revision-submission-pptx-20190406175202.pptx
32,"au,gov,education,heimshelp)/sites/heimshelp/files/documents/support/documents/training/webinar-final-2016-vet-fee-help.pptx",20190406173230,https://heimshelp.education.gov.au/sites/heimshelp/files/documents/Support/Documents/Training/Webinar-Final-2016-VET-FEE-HELP.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,WYQL5HDGNZNABD33ZWBG2YEVTMEPQKOJ,1171315,20170318053923,20190406173230,200,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-files-documents-support-documents-training-webinar-final-2016-vet-fee-help-pptx-20190406173230.pptx
33,"au,gov,education,heimshelp)/sites/heimshelp/files/documents/support/documents/training/webinar-monitoring-students-use-of-help.pptx",20190406174718,https://heimshelp.education.gov.au/sites/heimshelp/files/documents/Support/Documents/Training/Webinar-Monitoring-students-use-of-HELP.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,FEZDPBUE6CRC7FO7N32FGSFHVYXY75GU,2578711,20180415170544,20190406174718,200,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-files-documents-support-documents-training-webinar-monitoring-students-use-of-help-pptx-20190406174718.pptx
34,"au,gov,education,heimshelp)/sites/heimshelp/files/documents/support/documents/training/webinar-reporting-completions-data-vet.pptx",20190406173913,https://heimshelp.education.gov.au/sites/heimshelp/files/documents/Support/Documents/Training/Webinar-Reporting-completions-data-VET.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,O53X657RZWC56T6MZ2OBTYDOQXKD6GYR,1449855,20190406173913,20190406173913,200,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-files-documents-support-documents-training-webinar-reporting-completions-data-vet-pptx-20190406173913.pptx
35,"au,gov,education,heimshelp)/sites/heimshelp/files/documents/support/documents/training/webinar-reporting-completions-data.pptx",20190406174057,https://heimshelp.education.gov.au/sites/heimshelp/files/documents/Support/Documents/Training/Webinar-Reporting-completions-data.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,47E3C5Y3OV4EZE76FNACWPXDCEMDKOMY,1770438,20170318054629,20190406174057,200,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-files-documents-support-documents-training-webinar-reporting-completions-data-pptx-20190406174057.pptx
36,"au,gov,education,heimshelp)/sites/heimshelp/files/documents/support/documents/training/webinar-reporting-staff-data.pptx",20190406174923,https://heimshelp.education.gov.au/sites/heimshelp/files/documents/Support/Documents/Training/Webinar-Reporting-staff-data.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,BFN5TUMSYM3TUULZBUMV3FC7EFUNHCXH,857245,20180415170707,20190406174923,200,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-files-documents-support-documents-training-webinar-reporting-staff-data-pptx-20190406174923.pptx
