,urlkey,timestamp,original,mimetype,statuscode,digest,length,first_capture,last_capture,current_status,file_path
74,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-higher-education-ministerial-notice-2017.pptx",20170318054032,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Higher-Education-Ministerial-Notice-2017.pptx,application/vnd.ms-powerpoint.presentation.12,200,4P37M7MC55N62WGTKUCIDXAGKSRYEQF6,421617,20170318054032,20180415164943,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-higher-education-ministerial-notice-2017-pptx-20170318054032.pptx
75,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-monitoring-students-use-of-help.pptx",20170318055058,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Monitoring-students-use-of-HELP.pptx,application/vnd.ms-powerpoint.presentation.12,200,TLZAYRM2RSCBSEOOSUTKD7JT3SJLQBKZ,2576418,20170318055058,20170318055058,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-monitoring-students-use-of-help-pptx-20170318055058.pptx
76,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-new-commencement-date-revision-submission.pptx",20140808124749,http://heimshelp.education.gov.au:80/sites/heimshelp/Support/Documents/Training/Webinar-New-Commencement-Date-Revision-Submission.pptx,application/vnd.ms-powerpoint.presentation.12,200,MN3IXOPNKVV2JYL7SZC3EQ6OPWZ5XEUI,1590911,20140808124749,20140808124749,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-new-commencement-date-revision-submission-pptx-20140808124749.pptx
77,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-new-online-registration-process.pptx",20170318053946,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-New-online-registration-process.pptx,application/vnd.ms-powerpoint.presentation.12,200,KOSTP3MRO257O2FBHNIAHNFAYE4W6V5J,2261883,20170318053946,20170318053946,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-new-online-registration-process-pptx-20170318053946.pptx
78,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-completions-data-vet.pptx",20170318054505,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-completions-data-VET.pptx,application/vnd.ms-powerpoint.presentation.12,200,2GHCAQBFA4XKV3VSTEXRMNIRNFJIR5VZ,2020550,20170318054505,20180415165446,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-completions-data-vet-pptx-20170318054505.pptx
79,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-completions-data.pptx",20150329090636,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-completions-data.pptx,application/vnd.ms-powerpoint.presentation.12,200,Q64KFWSNVVMERIKZFQ4QETPBO4T7DUDK,2141880,20150329090636,20150329090636,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-completions-data-pptx-20150329090636.pptx
80,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-completions-data.pptx",20160312131810,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-completions-data.pptx,application/vnd.ms-powerpoint.presentation.12,200,23Y23JE7CYNQY576MG2RG4IXEV3VM7K2,2113165,20160312131810,20160312131810,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-completions-data-pptx-20160312131810.pptx
81,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-getting-started.pptx",20150329090146,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-Getting-Started.pptx,application/vnd.ms-powerpoint.presentation.12,200,WTET2EVCZW5ZMU7QWA4CPUT6WOL6DLOC,5452842,20150329090146,20150329090146,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-getting-started-pptx-20150329090146.pptx
82,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-getting-started.pptx",20160312131305,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-Getting-Started.pptx,application/vnd.ms-powerpoint.presentation.12,200,JMFONZ5BZKU5IWRE4OX6CHMPSH744UPF,1972015,20160312131305,20160312131305,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-getting-started-pptx-20160312131305.pptx
83,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-getting-started.pptx",20170318054110,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-Getting-Started.pptx,application/vnd.ms-powerpoint.presentation.12,200,3DOO6KIQ57WZ7NW7BDEIXMGNKXBVITO4,1974689,20170318054110,20170318054110,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-getting-started-pptx-20170318054110.pptx
84,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-getting-started.pptx",20180415165028,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-Getting-Started.pptx,application/vnd.ms-powerpoint.presentation.12,200,JQ2KZQLRL3HGDMBJQXT5PIFO3Z2ZWSZE,1632330,20180415165028,20180415165028,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-getting-started-pptx-20180415165028.pptx
85,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-staff-data.pptx",20150329091020,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-staff-data.pptx,application/vnd.ms-powerpoint.presentation.12,200,PEP2FZO2SZG3737KRW5B35HXBWDANEC7,1004330,20150329091020,20150329091020,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-staff-data-pptx-20150329091020.pptx
86,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-staff-data.pptx",20160312132106,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-staff-data.pptx,application/vnd.ms-powerpoint.presentation.12,200,BDQYNJWK5R5A7CSDCM5Q7AUQVZ4I75FV,1003928,20160312132106,20160312132106,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-staff-data-pptx-20160312132106.pptx
87,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-staff-data.pptx",20170318055226,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-staff-data.pptx,application/vnd.ms-powerpoint.presentation.12,200,J7AYQWJ26YJJ5MGKDPRC7XEEZKDIIMD3,1003935,20170318055226,20170318055226,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-staff-data-pptx-20170318055226.pptx
88,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-with-hepcat-part-1.pptx",20150329090319,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-with-HEPCAT-Part-1.pptx,application/vnd.ms-powerpoint.presentation.12,200,CIK3KI3MEPU2KF3EPPUGTIHFO6MAUIXS,6031775,20150329090319,20150329090319,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-with-hepcat-part-1-pptx-20150329090319.pptx
89,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-with-hepcat-part-1.pptx",20160312131421,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-with-HEPCAT-Part-1.pptx,application/vnd.ms-powerpoint.presentation.12,200,UKVA2HFKI2HLPIHFDU3KDGFISGB6SC4E,9862119,20160312131421,20160312131421,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-with-hepcat-part-1-pptx-20160312131421.pptx
90,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-with-hepcat-part-2.pptx",20150329090439,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-with-HEPCAT-Part-2.pptx,application/vnd.ms-powerpoint.presentation.12,200,ZZCPARMANROR3PQTIZ3UXQML535F3Z2O,8651270,20150329090439,20150329090439,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-with-hepcat-part-2-pptx-20150329090439.pptx
91,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-with-hepcat-part-2.pptx",20160312131555,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-with-HEPCAT-Part-2.pptx,application/vnd.ms-powerpoint.presentation.12,200,2AVU64RB6L7WXXT7NBYV2ESX6K56AMWX,13289616,20160312131555,20160312131555,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-with-hepcat-part-2-pptx-20160312131555.pptx
92,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-with-hepcat.pptx",20170318054226,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-with-HEPCAT.pptx,application/vnd.ms-powerpoint.presentation.12,200,5SFP4QQJ5EF3C4FREO5WB6ZYBGF6HZWK,3068739,20170318054226,20170318054226,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-with-hepcat-pptx-20170318054226.pptx
93,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reporting-with-hepcat.pptx",20180415165203,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reporting-with-HEPCAT.pptx,application/vnd.ms-powerpoint.presentation.12,200,2CQTG26NQFFVHGFUVNJYCW7R7VMDFLEQ,1547622,20180415165203,20180415165203,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reporting-with-hepcat-pptx-20180415165203.pptx
94,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reviewing-your-reported-data.pptx",20150329090714,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reviewing-your-reported-data.pptx,application/vnd.ms-powerpoint.presentation.12,200,3AZFW2TLZUDMZC2IWFV4X75JE76WVGJY,2346312,20150329090714,20150329090714,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reviewing-your-reported-data-pptx-20150329090714.pptx
95,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-reviewing-your-reported-data.pptx",20160312131852,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Reviewing-your-reported-data.pptx,application/vnd.ms-powerpoint.presentation.12,200,N7GYVZEDYRFSR5E6FTYVJX4K7562I5HH,2298730,20160312131852,20160312131852,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-reviewing-your-reported-data-pptx-20160312131852.pptx
96,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-revising-your-data.pptx",20150329090828,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Revising-your-data.pptx,application/vnd.ms-powerpoint.presentation.12,200,EKTXDZJGJGV35IXV3Y7XGK7WOGNU43LB,1766439,20150329090828,20150329090828,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-revising-your-data-pptx-20150329090828.pptx
97,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-revising-your-data.pptx",20160312132010,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Revising-your-data.pptx,application/vnd.ms-powerpoint.presentation.12,200,CIUBEDRYF2ODKETL3NDCPY5LN7NAG2R3,1295079,20160312132010,20160312132010,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-revising-your-data-pptx-20160312132010.pptx
98,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-revising-your-data.pptx",20170318054726,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Revising-your-data.pptx,application/vnd.ms-powerpoint.presentation.12,200,MHGKA242IMMTUWU6YKBOKEPUKWMUP7IE,1297200,20170318054726,20170318054726,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-revising-your-data-pptx-20170318054726.pptx
99,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-simplifying-verification-he.pptx",20170318054947,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Simplifying-Verification-HE.pptx,application/vnd.ms-powerpoint.presentation.12,200,KCSFE72ILOCN2HPN7U4GLZLAAD27QSA2,2090497,20170318054947,20170318054947,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-simplifying-verification-he-pptx-20170318054947.pptx
100,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-simplifying-verification-vet.pptx",20170318054851,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Simplifying-Verification-VET.pptx,application/vnd.ms-powerpoint.presentation.12,200,5QID2T7JTDYULKBU4A6GMADNZABLICMW,1839394,20170318054851,20170318054851,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-simplifying-verification-vet-pptx-20170318054851.pptx
101,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-simplifying-verification.pptx",20150316163357,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Simplifying-Verification.pptx,application/vnd.ms-powerpoint.presentation.12,200,VU63DYA2B6SHGFSS752WNXGXT3WICV65,3510845,20150316163357,20150316163357,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-simplifying-verification-pptx-20150316163357.pptx
102,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-simplifying-verification.pptx",20160304044158,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Simplifying-Verification.pptx,application/vnd.ms-powerpoint.presentation.12,200,6JP4EL2YJM6G3RNQLUQZZTK25YKUMASK,2548119,20160304044158,20160304044158,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-simplifying-verification-pptx-20160304044158.pptx
103,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-simplifying-verification.pptx",20170227160049,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Simplifying-Verification.pptx,application/vnd.ms-powerpoint.presentation.12,200,QXYKHM6HX5IXFX34BXJU3YR2GGNABMIA,2023231,20170227160049,20180406225848,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-simplifying-verification-pptx-20170227160049.pptx
104,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-student-concordance-submission.pptx",20150329091114,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Student-Concordance-Submission.pptx,application/vnd.ms-powerpoint.presentation.12,200,CIKFLILICLVDA4ROKNQU6ZPILW4BJNIT,312389,20150329091114,20150329091114,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-student-concordance-submission-pptx-20150329091114.pptx
105,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-student-concordance-submission.pptx",20160312132146,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Student-Concordance-Submission.pptx,application/vnd.ms-powerpoint.presentation.12,200,3NC3YEK2WY2HLW5QA7K4OE4OC6NGQBD3,312361,20160312132146,20160312132146,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-student-concordance-submission-pptx-20160312132146.pptx
106,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-student-help-entitlements-calculations.pptx",20150329090753,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Student-HELP-Entitlements-calculations.pptx,application/vnd.ms-powerpoint.presentation.12,200,ZE33ONENHMZY4S5VAWSBSWD2AUKDQPZM,2841424,20150329090753,20150329090753,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-student-help-entitlements-calculations-pptx-20150329090753.pptx
107,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-student-help-entitlements-calculations.pptx",20160312131936,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Student-HELP-Entitlements-calculations.pptx,application/vnd.ms-powerpoint.presentation.12,200,M2CXJ4D7QRVPUT6OITVFTWVJWBCF2ZI6,2841389,20160312131936,20160312131936,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-student-help-entitlements-calculations-pptx-20160312131936.pptx
108,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-universities-verification-forum.pptx",20150329090908,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Universities-Verification-Forum.pptx,application/vnd.ms-powerpoint.presentation.12,200,WQVVWQQ4ZAWZIGWXCGRIVNK23RMYXCDG,1486559,20150329090908,20150329090908,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-universities-verification-forum-pptx-20150329090908.pptx
109,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-validating-your-data.pptx",20150329090603,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Validating-Your-Data.pptx,application/vnd.ms-powerpoint.presentation.12,200,4MVZ5MHUIEAQS3D2FYJ4XLRZCVTBLHSK,3395050,20150329090603,20150329090603,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-validating-your-data-pptx-20150329090603.pptx
110,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-validating-your-data.pptx",20160312131731,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Validating-Your-Data.pptx,application/vnd.ms-powerpoint.presentation.12,200,VJW55IJO5PLHIF5HQQJWOUG2WLF2RSQ5,5668594,20160312131731,20160312131731,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-validating-your-data-pptx-20160312131731.pptx
111,"au,gov,education,heimshelp)/sites/heimshelp/support/documents/training/webinar-validating-your-data.pptx",20170318054347,http://heimshelp.education.gov.au/sites/heimshelp/Support/Documents/Training/Webinar-Validating-Your-Data.pptx,application/vnd.ms-powerpoint.presentation.12,200,DYEONQQIOG4JJE2ZIMLP3QYDPNRM5SBW,6116315,20170318054347,20170318054347,404,powerpoints/education-gov-au/au-gov-education-heimshelp-sites-heimshelp-support-documents-training-webinar-validating-your-data-pptx-20170318054347.pptx
